date,home_team,away_team,home_goals,away_goals,home_form_points_avg,home_form_goals_scored_avg,home_form_goals_conceded_avg,away_form_points_avg,away_form_goals_scored_avg,away_form_goals_conceded_avg,home_returning_from_break,away_returning_from_break,home_days_since_last_match,away_days_since_last_match,h2h_matches_found,h2h_home_win_rate,dc_home_win,dc_draw,dc_away_win,dc_over_2_5,dc_under_2_5
2021-01-12,Rennes,Lille,1,2,0.8,1.0,1.2,1.8,1.4,0.8,1,0,90.0,7.0,1,0.0,0.30730780798548646,0.3093995047750296,0.38329268723948395,0.24380798669002338,0.7561920133099768
2021-01-12,Clermont,Lens,2,2,,,,1.4,2.0,1.8,0,0,,2.0,0,,,,,,
2021-01-12,Troyes,Lorient,2,0,,,,0.25,0.25,1.75,0,1,,90.0,0,,,,,,
2021-01-12,Strasbourg,Bordeaux,5,2,1.2,1.4,0.8,1.0,0.8,1.2,0,0,34.0,64.0,0,,0.3941276059453855,0.24500927467268657,0.36086311938192783,0.4391461255290945,0.5608538744709055
2021-01-12,Metz,Montpellier,1,3,1.4,1.2,1.4,2.4,1.8,1.8,0,0,72.0,31.0,2,0.5,0.38560923936092534,0.22082906841185282,0.3935616922272219,0.5594969405861174,0.4405030594138825
2021-01-12,Brest,St Etienne,1,0,1.4,1.6,1.2,0.8,0.6,1.0,0,0,72.0,34.0,0,,0.6039396031103774,0.2358295576329025,0.1602308392567199,0.3491939923377041,0.6508060076622958
2021-01-12,Angers,Monaco,1,3,1.6,1.6,0.8,1.4,1.8,1.8,0,0,61.0,31.0,1,0.0,0.30839942101519713,0.21169054164393475,0.47991003734086823,0.5864647585965939,0.41353524140340636
2021-02-05,Brest,Nantes,1,4,2.0,1.8,1.0,1.4,1.4,1.2,0,0,24.0,24.0,0,,0.659717331430554,0.1859910801605872,0.1542915884088589,0.5391525481759818,0.46084745182401843
2021-02-05,Dijon,Metz,1,5,1.8,1.4,1.0,1.4,1.2,1.4,0,0,66.0,24.0,1,0.5,0.42891363523622783,0.2696177503250651,0.30146861443870704,0.3545646796159933,0.6454353203840066
2021-02-05,Lorient,Angers,2,0,0.2,0.2,1.8,1.6,1.8,1.0,0,0,24.0,24.0,1,0.0,0.0770377758918202,0.2186949596222006,0.7042672644859791,0.2990176180061696,0.7009823819938302
2021-02-05,Bordeaux,Rennes,1,0,1.0,1.2,1.8,0.8,1.2,1.2,0,0,24.0,24.0,0,,0.34262331629507975,0.24312605807628507,0.414250625628635,0.4628590238099044,0.5371409761900954
2021-02-05,Montpellier,St Etienne,1,2,3.0,2.4,1.0,0.8,0.4,0.8,0,0,24.0,24.0,2,1.0,0.6129045829328892,0.21919194303666656,0.16790347403044448,0.4241526598988697,0.5758473401011304
2021-02-05,Nimes,Reims,2,2,1.8,1.8,1.6,0.8,1.2,2.4,1,0,90.0,24.0,1,1.0,0.2931342894298271,0.21196133590798422,0.4949043746621886,0.5954977783598455,0.4045022216401545
2021-02-05,Monaco,Lyon,2,3,2.0,2.2,1.6,1.4,1.4,1.6,0,0,24.0,24.0,1,0.0,0.4564218813334191,0.2104153310758884,0.3331627875906924,0.6296563846448229,0.37034361535517696
2021-02-10,Nice,Brest,2,1,0.4,0.6,1.6,2.0,2.0,1.6,0,0,29.0,5.0,0,,0.4583238591537172,0.24511460139557426,0.29656153945070857,0.40369689767629474,0.5963031023237052
2021-02-10,Montpellier,Strasbourg,1,1,2.4,2.4,1.4,1.8,2.4,1.0,0,0,5.0,29.0,0,,0.4674072128387879,0.18833045876088156,0.34426232840033055,0.7425974277562709,0.2574025722437291
2021-03-02,St Etienne,Nantes,1,1,1.4,0.8,0.8,2.0,2.2,1.0,0,0,25.0,25.0,2,0.5,0.3498596699945889,0.2673542961409629,0.38278603386444826,0.3732128209095768,0.6267871790904231
2021-03-02,Paris SG,Nimes,3,0,1.6,1.8,1.4,1.4,1.8,2.0,0,0,49.0,25.0,1,1.0,0.8699511267447972,0.08035647762344583,0.04969239563175695,0.7960482621743982,0.20395173782560172
2021-03-02,Monaco,Nice,2,1,1.4,2.2,2.0,1.0,0.8,1.4,0,0,25.0,20.0,2,0.5,0.4882576398777145,0.21756799683431774,0.2941743632879678,0.5688832312856756,0.4311167687143244
2021-03-02,Lens,Marseille,2,2,1.4,1.6,1.4,3.0,1.2,0.2,0,0,49.0,49.0,0,,0.38944133774031064,0.26936336084517154,0.3411953014145179,0.3656632145445152,0.6343367854554849
2021-03-02,Strasbourg,Brest,2,2,1.4,1.8,1.2,1.8,2.2,2.0,0,0,20.0,20.0,1,0.0,0.5435266008335665,0.2038946779151878,0.2525787212512456,0.605646520464008,0.39435347953599187
2021-03-02,Rennes,Lorient,1,1,0.8,1.2,0.8,0.6,0.6,1.8,0,0,25.0,25.0,0,,0.6054048676220973,0.2648181773251673,0.12977695505273543,0.26421308167073365,0.7357869183292665
2021-03-02,Reims,Angers,0,0,0.8,0.8,2.0,1.0,1.4,1.4,0,0,25.0,25.0,2,0.75,0.6374731842515751,0.1902480923293619,0.17227872341906308,0.5566238947472124,0.44337610525278764
2021-03-02,Metz,Montpellier,1,1,1.4,1.8,1.4,2.0,2.2,1.4,0,0,25.0,20.0,3,0.3333333333333333,0.4356149228727567,0.20690755009740291,0.35747752702984026,0.6645910466439857,0.3354089533560141
2021-03-02,Bordeaux,Lille,0,3,1.0,1.0,1.6,1.8,1.4,1.0,0,0,25.0,49.0,0,,0.2154503483021717,0.2597660990616662,0.524783552636162,0.3440458269339847,0.6559541730660153
2021-03-02,Dijon,Lyon,0,1,1.6,1.6,2.0,1.4,1.6,1.8,0,0,25.0,25.0,0,,0.17698258193492575,0.1948492644255557,0.6281681536395184,0.5424655856543819,0.4575344143456181
2021-03-03,Nantes,Reims,1,2,2.0,1.8,0.6,1.0,0.8,1.4,0,0,1.0,1.0,0,,0.38729652930203906,0.2463540611383622,0.3663494095595987,0.5260803526097771,0.4739196473902228
2021-03-03,Brest,Dijon,3,1,1.4,2.0,2.0,1.0,1.2,2.0,0,0,1.0,1.0,1,0.0,0.5541119504601125,0.23556853176203477,0.21031951777785257,0.4800834128638026,0.519916587136197
2021-03-03,Lyon,Rennes,1,0,2.0,1.4,1.0,0.8,1.4,1.0,0,0,1.0,1.0,0,,0.5343098213661087,0.2526851063323823,0.21300507230150909,0.41894406313922533,0.5810559368607748
2021-03-03,Metz,Angers,0,1,1.6,1.8,1.2,0.6,0.4,1.2,0,0,1.0,1.0,0,,0.5589015494117305,0.22728594237041816,0.21381250821785136,0.5186342560946039,0.4813657439053961
2021-03-03,Strasbourg,Monaco,1,0,1.0,1.6,1.6,1.4,2.2,2.0,0,0,1.0,1.0,1,0.5,0.406163812111773,0.20493257751567343,0.3889036103725537,0.7482744918643746,0.25172550813562555
2021-03-03,Montpellier,Lorient,1,1,1.6,1.8,1.4,0.8,0.6,1.4,0,0,1.0,1.0,0,,0.6200727304557434,0.22404521926650786,0.15588205027774887,0.4506189351310816,0.5493810648689186
2021-03-03,Bordeaux,Paris SG,0,1,0.8,0.8,2.0,1.6,1.6,1.0,0,0,1.0,1.0,0,,0.09534398646130539,0.15610873044515086,0.7485472830935436,0.6015983361250693,0.39840166387493076
2021-03-03,Lille,Marseille,2,0,1.8,1.8,1.0,2.6,1.4,0.6,0,0,1.0,1.0,1,0.0,0.3972392691437165,0.3502052099463159,0.25255552090996775,0.2001674490531899,0.7998325509468102
2021-03-03,Nice,Nimes,2,1,0.8,0.8,1.6,1.4,1.6,2.2,0,0,1.0,1.0,1,0.0,0.5430518539844702,0.22503844881624435,0.23190969719928545,0.5496043613311847,0.45039563866881527
2021-03-03,St Etienne,Lens,2,3,1.4,1.0,1.0,1.0,1.8,1.8,0,0,1.0,1.0,1,0.0,0.1718194503066707,0.21487530440555,0.6133052452877794,0.5124170265236501,0.48758297347635
2021-03-04,Monaco,Metz,4,0,1.2,1.6,1.6,1.4,1.6,1.2,0,0,1.0,1.0,0,,0.570527670374601,0.18937005474672539,0.24010227487867364,0.6623389136457778,0.33766108635422215
2021-03-04,Paris SG,Lille,0,1,2.2,1.8,0.8,2.4,1.8,0.4,0,0,1.0,1.0,0,,0.44546151517181803,0.2820645265071989,0.2724739583209831,0.3041838911128374,0.6958161088871626
2021-03-04,Lens,Lyon,1,1,1.6,2.0,1.6,2.0,1.2,0.8,0,0,1.0,1.0,0,,0.5177287790275948,0.1866414278849867,0.29562979308741855,0.7477538607561249,0.25224613924387496
2021-03-10,Lorient,Clermont,1,1,1.0,0.8,1.2,1.0,2.0,2.0,0,0,7.0,57.0,0,,0.22256435757290735,0.2472277530257695,0.5302078894013231,0.38191883185622394,0.618081168143776
2021-03-10,Angers,Metz,3,2,1.0,0.4,1.0,0.8,1.4,2.0,0,0,7.0,6.0,1,1.0,0.4381545872579795,0.24443421798000575,0.31741119476201474,0.4463112551665898,0.5536887448334101
2021-03-10,Rennes,Paris SG,2,0,0.2,0.4,1.2,2.0,1.2,0.4,0,0,7.0,6.0,1,0.0,0.16146814315997865,0.23327189568943388,0.6052599611505874,0.3675430802476379,0.6324569197523622
2021-03-10,Lille,Marseille,2,0,3.0,2.0,0.2,2.0,1.2,1.0,0,0,6.0,7.0,2,0.5,0.5216946105113103,0.2994894489997023,0.17881594048898738,0.2298403827012265,0.7701596172987735
2021-03-10,Nantes,Troyes,2,0,1.4,1.6,1.0,3.0,2.0,0.0,0,0,7.0,57.0,0,,0.06318780684144196,0.16549582768205387,0.7713163654765041,0.4090163903559631,0.5909836096440368
2021-03-10,St Etienne,Lyon,1,1,1.4,1.4,1.2,2.0,1.4,1.0,0,0,7.0,6.0,3,0.3333333333333333,0.21498254065633182,0.2710928538349559,0.5139246055087123,0.3089537530562285,0.6910462469437715
2021-03-10,Monaco,Bordeaux,3,0,1.8,2.2,1.2,0.8,0.6,1.8,0,0,6.0,7.0,1,1.0,0.6644966130240049,0.1692498238582548,0.16625356311774017,0.652869235145181,0.3471307648548188
2021-04-04,Nantes,Nice,1,2,1.4,1.6,1.0,1.4,1.0,1.2,0,0,25.0,32.0,2,0.5,0.44077933881905057,0.24083530365060377,0.3183853575303456,0.5132484800902213,0.48675151990977866
2021-04-04,Reims,Rennes,2,2,1.6,1.2,1.2,0.8,0.8,1.0,0,0,32.0,25.0,2,0.75,0.43997270033724056,0.29286137193132133,0.26716592773143827,0.3101188032120716,0.6898811967879287
2021-04-04,Nimes,St Etienne,0,2,0.8,1.2,2.4,1.0,1.2,1.4,0,0,32.0,25.0,0,,0.42745265069212846,0.2589238393773188,0.3136235099305529,0.4349689004677174,0.5650310995322827
2021-04-04,Bordeaux,Strasbourg,2,3,0.6,0.6,2.4,1.6,1.8,1.4,0,0,25.0,32.0,1,0.0,0.3201470864541141,0.2460207149312816,0.4338321986146045,0.49055053929081616,0.5094494607091841
2021-04-04,Lorient,Brest,1,0,1.2,1.0,1.0,1.4,1.6,1.8,0,0,25.0,32.0,0,,0.2868611704780943,0.26810875910409415,0.44503007041781156,0.39173617523634063,0.6082638247636594
2021-04-04,Marseille,Dijon,2,0,1.4,1.0,1.4,0.8,0.8,2.0,0,0,25.0,32.0,0,,0.7368112694091808,0.18032340855298779,0.08286532203783145,0.43940307650333504,0.5605969234966651
2021-04-04,Angers,Montpellier,1,1,1.4,1.0,1.4,1.2,1.4,1.2,0,0,25.0,32.0,0,,0.42247223916895144,0.23674482503948782,0.3407829357915607,0.5401802687990205,0.4598197312009795
2021-04-12,Marseille,Brest,1,2,1.4,1.0,1.2,0.8,1.4,2.0,0,0,8.0,8.0,0,,0.6127276993320022,0.2273612942857344,0.15991100638226327,0.42339980976908714,0.5766001902309127
2021-04-12,Lille,Troyes,2,1,3.0,2.0,0.2,1.5,1.0,1.0,0,0,33.0,33.0,0,,0.739604806604192,0.19608221719392235,0.06431297620188553,0.34991971175135356,0.6500802882486465
2021-04-12,Lens,Paris SG,1,1,1.8,2.0,1.4,1.4,0.8,0.6,0,0,39.0,33.0,2,0.5,0.3431270582693262,0.21025024780127605,0.4466226939293978,0.6852500293406437,0.31474997065935645
2021-05-11,Lens,Troyes,4,0,1.4,1.8,1.6,1.0,1.0,1.3333333333333333,0,0,29.0,29.0,0,,0.6482246238816234,0.17793289817290764,0.17384247794546887,0.6858933552546082,0.31410664474539174
2021-05-12,St Etienne,Rennes,0,5,1.6,1.6,1.2,1.0,1.0,1.0,0,0,38.0,38.0,1,0.0,0.3146478489258961,0.31882614759589306,0.3665260034782111,0.2661068559925738,0.7338931440074266
2021-05-12,Reims,Angers,1,2,1.8,1.6,1.2,1.6,1.0,1.0,0,0,38.0,38.0,3,0.6666666666666666,0.5752260399665752,0.23002455346741854,0.1947494065660061,0.47293368089544235,0.5270663191045576
2021-05-12,Montpellier,Clermont,1,0,0.8,1.0,1.2,1.0,1.5,1.5,0,0,38.0,63.0,0,,0.40642581292275926,0.22675644301295367,0.36681774406428697,0.6133719103256734,0.38662808967432655
2021-05-12,Monaco,Metz,4,0,1.8,2.2,1.0,0.8,1.6,2.0,0,0,63.0,63.0,1,1.0,0.7417275641030796,0.14170449047101338,0.11656794542590719,0.7441536445660342,0.2558463554339661
2021-05-12,Lorient,Nantes,0,1,1.8,1.2,0.6,1.4,1.8,1.2,0,0,38.0,38.0,1,0.0,0.32376846770735895,0.2895711085945628,0.38666042369807846,0.3449068639045064,0.6550931360954937
2021-05-12,Nice,Strasbourg,0,3,2.0,1.4,1.0,2.2,2.4,1.4,0,0,38.0,38.0,0,,0.4529107942610411,0.24288419583604473,0.3042050099029143,0.5136173768903535,0.48638262310964675
2021-05-12,Bordeaux,Lyon,2,2,0.6,0.6,2.0,2.2,1.4,0.8,0,0,38.0,63.0,2,0.25,0.21165117986726395,0.23821896918937782,0.5501298509433583,0.460665298157077,0.5393347018429231
2021-06-01,Nantes,Rennes,0,0,1.4,1.2,1.0,1.6,2.0,0.8,0,0,20.0,20.0,0,,0.263306117552284,0.2241956765671853,0.5124982058805307,0.5366702604470733,0.46332973955292667
2021-06-01,Lorient,Monaco,2,5,1.2,0.8,0.8,2.4,2.6,0.4,0,0,20.0,20.0,0,,0.16359403062150857,0.234552136417533,0.6018538329609585,0.38817892780708424,0.6118210721929158
2021-06-01,Metz,Bordeaux,0,0,0.2,0.6,2.6,0.2,0.8,2.4,0,0,20.0,20.0,1,0.0,0.401553720233476,0.22661607298814013,0.37183020677838363,0.577349284704601,0.4226507152953989
2021-06-01,St Etienne,Paris SG,1,1,1.0,1.2,2.0,1.4,1.0,0.8,0,0,20.0,50.0,0,,0.11778702025103756,0.20431472112471413,0.6778982586242484,0.41812148635842095,0.5818785136415789
2021-06-01,Reims,Dijon,0,0,1.2,1.4,1.4,0.6,0.6,2.2,0,0,20.0,58.0,0,,0.676465709756127,0.19253648100761717,0.1309978092362558,0.48758533344501087,0.5124146665549891
2021-06-01,Marseille,Montpellier,3,1,0.8,1.0,1.6,1.4,1.0,0.8,0,0,50.0,20.0,0,,0.538500253695196,0.2476814661082421,0.21381828019656196,0.39793087947157796,0.6020691205284221
2021-06-01,Lyon,Lens,3,2,1.8,1.2,0.8,1.8,2.2,1.2,0,0,20.0,21.0,1,0.5,0.4014236632505246,0.2152014601679007,0.3833748765815748,0.6437921131677362,0.3562078868322639
2021-06-01,Lille,Angers,1,2,3.0,2.0,0.2,2.2,1.4,0.8,0,0,50.0,20.0,1,1.0,0.7523621990419643,0.1711220257604508,0.07651577519758487,0.44219567370316376,0.5578043262968361
2021-06-01,Strasbourg,Nimes,5,0,2.2,2.0,1.0,0.8,1.0,1.8,0,0,20.0,58.0,1,1.0,0.7608512663002998,0.13248162069631744,0.10666711300338272,0.73579691468051,0.2642030853194899
2021-06-01,Brest,Nice,2,0,1.4,1.6,1.4,1.8,1.4,1.6,0,0,50.0,20.0,1,0.0,0.4559409196502834,0.2394034891805878,0.30465559116912877,0.49356635977064595,0.506433640229354
2021-06-02,Lyon,Strasbourg,3,0,1.8,1.6,1.2,2.6,2.8,0.8,0,0,1.0,1.0,0,,0.4542395252642656,0.23858317864187048,0.307177296093864,0.5752424114676582,0.4247575885323419
2021-06-02,Lorient,Reims,1,0,1.0,1.0,1.6,1.2,1.0,1.0,0,0,1.0,1.0,0,,0.23400246899233335,0.2849656219130663,0.48103190909460036,0.35511089873723656,0.6448891012627632
2021-06-02,Lens,Rennes,0,0,1.6,2.2,1.4,1.6,1.8,0.6,0,0,1.0,1.0,1,1.0,0.47017532431230014,0.22540583606344258,0.3044188396242573,0.6374713787680102,0.3625286212319898
2021-06-08,Monaco,Nantes,1,1,2.4,3.2,0.6,1.4,1.0,0.8,0,0,7.0,7.0,0,,0.6952805877527322,0.1665588587716337,0.1381605534756341,0.7108484599980361,0.28915154000196397
2021-06-11,Bordeaux,Paris SG,2,3,0.4,0.8,1.8,1.0,0.6,1.0,0,0,10.0,10.0,1,0.0,0.15178616521222088,0.22942987331608516,0.618783961471694,0.475418029253888,0.524581970746112
2021-06-11,Lille,Angers,1,1,2.4,1.6,0.6,2.6,1.8,1.0,0,0,10.0,10.0,2,0.5,0.7089696191381636,0.1986199380079796,0.09241044285385674,0.4622682914401883,0.5377317085598118
2021-07-02,Marseille,Paris SG,0,2,1.2,1.2,1.4,1.0,1.0,1.4,0,0,31.0,21.0,0,,0.32736705622414186,0.2974562304775398,0.37517671329831837,0.3906812427174737,0.6093187572825264
2021-07-02,Nantes,Lille,0,2,1.6,1.0,0.6,2.0,1.4,0.8,0,0,24.0,21.0,2,0.0,0.18846292695046518,0.2888718685336357,0.5226652045158992,0.3446922718139822,0.6553077281860179
2021-07-02,St Etienne,Metz,1,0,1.0,1.2,2.0,0.2,0.4,2.4,0,0,31.0,31.0,1,0.0,0.44802547272390864,0.289933816294037,0.2620407109820542,0.3946028640970205,0.6053971359029794
2021-07-02,Nimes,Monaco,3,4,0.2,0.6,2.8,2.6,3.4,0.6,0,0,31.0,24.0,1,1.0,0.09901971866104087,0.13503246762773577,0.7659478137112233,0.7886566225313058,0.21134337746869442
2021-07-02,Nice,Angers,3,0,1.2,1.0,1.8,2.2,1.8,1.2,0,0,31.0,21.0,2,0.75,0.3892041093041494,0.28692897299061226,0.32386691770523834,0.4270668567922783,0.5729331432077216
2021-07-02,Montpellier,Dijon,4,2,1.2,1.0,1.2,0.2,0.4,2.2,0,0,31.0,31.0,1,0.5,0.6068183560030209,0.2365645359576483,0.15661710803933093,0.47312360118296903,0.5268763988170312
2021-07-02,Brest,Bordeaux,2,1,2.0,1.8,1.0,0.4,1.2,2.2,0,0,31.0,21.0,2,0.25,0.5615406350411037,0.23195245813383641,0.20650690682505982,0.5639538064744304,0.43604619352556967
2021-07-05,Lens,Lille,0,3,1.2,1.6,1.0,2.0,1.6,0.8,0,0,33.0,3.0,0,,0.30404691442363746,0.2632312183820541,0.43272186719430855,0.4906456444406056,0.5093543555593946
2021-07-08,Lyon,Brest,1,1,1.8,2.0,1.2,2.4,1.8,0.8,0,0,36.0,6.0,0,,0.5827029373570037,0.22495253404911297,0.1923445285938834,0.5537922146396284,0.4462077853603718
2021-07-08,Troyes,Paris SG,1,2,0.75,0.75,2.0,1.6,1.4,1.2,0,0,58.0,6.0,0,,0.07890951093884868,0.16797303442553427,0.753117454635617,0.5392560123002637,0.46074398769973623
2021-07-11,Reims,Monaco,0,0,1.0,1.0,1.2,2.6,3.4,1.2,0,0,39.0,9.0,0,,0.2836720843227364,0.2374347709410082,0.4788931447362555,0.6080847379455168,0.3919152620544832
2021-07-11,Rennes,Lyon,4,1,1.8,1.8,0.4,1.8,2.0,1.2,0,0,39.0,3.0,1,0.0,0.3968265046814021,0.31180243757107834,0.2913710577475195,0.3342688221704951,0.6657311778295049
2021-07-11,Nice,Montpellier,0,1,1.8,1.4,1.4,1.6,1.6,1.4,0,0,9.0,9.0,1,0.0,0.48098349717243155,0.24790064093235864,0.2711158618952098,0.5538042930128642,0.4461957069871358
2021-07-11,Lorient,Brest,1,2,1.4,1.0,1.4,2.0,1.4,0.8,0,0,39.0,3.0,1,1.0,0.2229875971250408,0.27684568074872595,0.5001667221262331,0.406901480671245,0.5930985193287549
2021-07-11,St Etienne,Clermont,3,2,1.6,1.0,1.4,0.6666666666666666,1.0,1.3333333333333333,0,0,9.0,60.0,0,,0.3694159121747485,0.35750513876526224,0.27307894905998936,0.22184187794582508,0.7781581220541751
2021-07-11,Marseille,Metz,0,0,1.2,1.2,1.4,0.2,0.4,2.4,0,0,9.0,9.0,0,,0.6468559082052837,0.23308620020817047,0.12005789158654584,0.41591204760909206,0.584087952390908
2021-07-11,Nantes,Strasbourg,2,2,1.0,0.6,1.0,2.4,2.4,1.0,0,0,9.0,39.0,1,0.0,0.32484756942020443,0.25893411264568766,0.41621831793410785,0.5329282353940586,0.46707176460594135
2021-08-05,Nantes,Bordeaux,3,0,1.2,0.8,1.0,0.4,1.4,2.0,0,0,25.0,34.0,1,0.0,0.5036560531727237,0.2581002390259985,0.23824370780127777,0.4926782960526124,0.5073217039473874
2021-08-05,Lyon,Lorient,4,1,1.6,2.0,1.8,1.2,1.0,1.6,0,0,25.0,25.0,0,,0.7051253463214384,0.1964734538392833,0.09840119983927839,0.5020505992707452,0.4979494007292548
2021-08-08,Montpellier,Marseille,2,3,2.0,1.6,1.2,1.4,1.2,1.0,0,0,28.0,28.0,1,0.0,0.32973175944495836,0.2962327366288662,0.37403550392617546,0.3936300084738271,0.6063699915261729
2021-08-08,Strasbourg,Angers,0,2,2.0,2.6,1.4,1.6,1.2,1.4,0,0,28.0,37.0,1,0.0,0.6116934631864168,0.20540014282203575,0.1829063939915475,0.6444744171734377,0.3555255828265623
2021-08-08,St Etienne,Lorient,1,1,2.0,1.4,1.6,0.6,1.0,2.4,0,0,28.0,3.0,0,,0.5178932076406719,0.2855648164920948,0.19654197586723327,0.3600810226767175,0.6399189773232825
2021-08-08,Nice,Reims,0,0,1.2,1.0,1.4,0.6,0.6,1.0,0,0,28.0,28.0,3,0.6666666666666666,0.3990968535604167,0.3264384536134299,0.2744646928261534,0.29283801970782625,0.7071619802921738
2021-08-08,Bordeaux,Clermont,0,2,0.4,1.0,2.0,0.5,1.25,1.75,0,0,3.0,28.0,0,,0.46075167212101237,0.25007631151552745,0.2891720163634601,0.5593186480886584,0.4406813519113415
2021-08-08,Rennes,Lens,1,1,1.8,2.2,0.6,1.0,1.4,1.4,0,0,28.0,34.0,2,0.25,0.5492182764491897,0.23296588638585275,0.2178158371649574,0.5717535371250905,0.4282464628749095
2021-08-08,Metz,Lille,3,3,0.4,0.4,1.6,2.0,1.8,0.8,0,0,28.0,34.0,1,0.5,0.08808115224841871,0.2318513090244873,0.6800675387270941,0.35851393227698203,0.6414860677230181
2021-09-01,Rennes,Lyon,2,2,1.8,2.0,0.4,2.0,2.4,1.6,0,0,24.0,27.0,2,0.5,0.48537767955216243,0.274637645663895,0.23998467478394264,0.4476184801700774,0.5523815198299227
2021-09-01,Monaco,Angers,3,0,2.2,2.8,1.2,2.0,1.4,1.2,0,0,52.0,24.0,2,1.0,0.6073814499041075,0.20729912470918904,0.1853194253867035,0.6560271274382035,0.3439728725617966
2021-09-01,Montpellier,Nantes,1,1,1.8,1.8,1.6,1.2,1.2,1.0,0,0,24.0,27.0,0,,0.4157867757216893,0.254186244874294,0.3300269794040169,0.5760811856652788,0.42391881433472123
2021-09-01,Metz,Nice,1,1,0.6,0.6,1.6,0.8,0.6,1.2,0,0,24.0,24.0,1,0.0,0.3246249423687372,0.30801708310202097,0.36735797452924174,0.36959420203213034,0.6304057979678697
2021-09-01,Reims,St Etienne,3,1,0.6,0.2,0.6,1.6,1.2,1.8,0,0,24.0,24.0,1,1.0,0.446153191487957,0.3315584334845286,0.22228837502751456,0.27195574078246304,0.7280442592175371
2021-09-01,Dijon,Marseille,0,0,0.2,0.6,2.0,1.4,1.4,1.4,0,0,61.0,24.0,1,0.0,0.16351882217737307,0.2717908765479439,0.564690301274683,0.3799854236554874,0.6200145763445126
2021-09-01,Lens,Strasbourg,0,1,1.0,1.4,1.4,1.4,2.0,1.4,0,0,24.0,24.0,0,,0.569304018536023,0.2020861072589176,0.22860987420505935,0.7366313755904136,0.26336862440958647
2021-09-01,Paris SG,Brest,3,0,2.2,1.8,1.0,2.6,1.8,0.8,0,0,55.0,52.0,1,1.0,0.6576611140186521,0.2069886591494872,0.13535022683186076,0.5643359299459476,0.4356640700540523
2021-09-01,Nimes,Lille,0,1,0.0,0.8,3.2,1.6,2.0,1.2,0,0,61.0,24.0,1,0.5,0.064829111665839,0.13080588519276393,0.804365003141397,0.6920458737337963,0.30795412626620355
2021-09-01,Bordeaux,Lorient,2,1,0.2,0.6,2.0,0.8,1.2,2.4,0,0,24.0,24.0,0,,0.443921346074355,0.2902430947302494,0.2658355591953954,0.4100519004219763,0.5899480995780235
2021-09-04,Metz,Lille,0,2,0.8,0.8,1.0,2.2,2.0,0.8,0,0,3.0,3.0,2,0.5,0.11640117143675657,0.23296755108432396,0.6506312774789194,0.4370569838589196,0.5629430161410803
2021-09-05,Rennes,Paris SG,1,1,1.4,1.4,0.8,2.6,2.2,0.8,0,0,4.0,4.0,2,0.5,0.31571266236853734,0.30296296091472064,0.38132437671674185,0.3967211372331414,0.6032788627668585
2021-09-05,Strasbourg,Montpellier,2,3,1.4,1.6,1.4,1.4,1.8,1.8,0,0,4.0,4.0,1,0.5,0.5880079208224587,0.2135243900752566,0.19846768910228482,0.6599897764036479,0.3400102235963522
2021-09-05,Nice,Brest,3,2,1.0,0.8,0.8,2.0,1.4,1.2,0,0,4.0,4.0,2,0.5,0.38400418762224586,0.30016476568325723,0.31583104669449713,0.4062526600947803,0.5937473399052198
2021-09-05,Metz,Nimes,0,3,0.6,0.8,1.4,0.0,0.8,2.8,0,0,1.0,4.0,2,1.0,0.5324240412082013,0.23585957613586345,0.2317163826559352,0.60485627754507,0.3951437224549299
2021-09-05,Angers,Dijon,3,0,1.4,1.0,1.6,0.4,0.6,1.8,0,0,4.0,4.0,0,,0.6114819174899547,0.24652225573161246,0.1419958267784328,0.4406249102866605,0.5593750897133395
2021-09-05,St Etienne,Marseille,1,0,1.6,1.4,1.4,1.6,1.2,1.0,0,0,4.0,4.0,2,0.0,0.24289786357535342,0.3243506923547426,0.43275144406990423,0.3084941981566852,0.691505801843315
2021-09-05,Reims,Monaco,0,1,1.2,0.6,0.4,2.2,2.6,1.2,0,0,4.0,4.0,1,0.5,0.29849092219790696,0.2682518758440323,0.43325720195806067,0.5197074918979194,0.4802925081020805
2021-10-03,Marseille,Rennes,1,0,1.0,0.6,1.0,1.4,1.6,1.0,0,0,28.0,28.0,1,1.0,0.3057824275842159,0.3401172634485651,0.354100308967219,0.26587978489431463,0.7341202151056854
2021-10-04,Montpellier,Marseille,3,3,2.0,2.2,1.6,1.6,0.8,0.6,0,0,29.0,1.0,2,0.0,0.3495769099548504,0.28671331285614404,0.36370977718900555,0.4205235977407566,0.5794764022592434
2021-10-04,Strasbourg,Paris SG,1,4,0.8,1.0,2.0,2.6,2.2,0.8,0,0,29.0,29.0,0,,0.23538923781993473,0.23707782117800577,0.5275329410020595,0.5641024252014447,0.4358975747985552
2021-10-09,Lorient,Lille,2,1,0.8,1.0,1.8,2.6,2.2,0.6,0,0,38.0,35.0,0,,0.08673324502859478,0.20529722349068347,0.7079695314807216,0.42125966973642287,0.5787403302635771
2021-10-12,Nantes,Lens,3,2,1.2,1.4,1.2,0.4,0.6,1.6,0,0,41.0,41.0,0,,0.37160721995337387,0.2577104989963136,0.3706822810503123,0.5248751260403953,0.47512487395960445
2021-11-04,Brest,Nimes,1,1,1.4,1.4,1.8,0.6,1.2,2.4,0,0,60.0,60.0,0,,0.6556736282638302,0.17776374676673018,0.16656262496943958,0.726534175037751,0.273465824962249
