date,home_team,away_team,home_goals,away_goals,home_form_points_avg,home_form_goals_scored_avg,home_form_goals_conceded_avg,away_form_points_avg,away_form_goals_scored_avg,away_form_goals_conceded_avg,home_returning_from_break,away_returning_from_break,home_days_since_last_match,away_days_since_last_match,h2h_matches_found,h2h_home_win_rate,dc_home_win,dc_draw,dc_away_win,dc_over_2_5,dc_under_2_5
2021-11-04,Lens,Lorient,4,1,0.4,0.6,1.6,0.8,1.2,2.0,0,0,23.0,26.0,0,,0.6919807095444945,0.17810546215535944,0.12991382830014608,0.6423752832952688,0.3576247167047313
2021-11-04,Nice,Reims,0,0,1.6,1.4,0.8,1.0,0.6,0.6,0,0,60.0,60.0,4,0.625,0.3895380910255888,0.3244735636343766,0.2859883453400346,0.2855246273745369,0.7144753726254631
2021-11-04,St Etienne,Bordeaux,4,1,2.0,1.4,1.2,0.6,1.0,2.2,0,0,60.0,64.0,1,0.5,0.47515250953214194,0.27771217026234374,0.2471353202055144,0.40477872608962157,0.5952212739103786
2021-11-04,Monaco,Dijon,3,0,2.2,1.8,0.8,0.4,0.4,1.8,0,0,60.0,60.0,1,1.0,0.8548108240608405,0.10265075083809877,0.042538425101060824,0.6908532506492179,0.3091467493507821
2021-11-04,Rennes,Nantes,1,0,1.2,1.6,1.2,1.6,1.8,1.4,0,0,32.0,23.0,1,0.5,0.5387548363241372,0.2650505013061419,0.19619466236972075,0.40418432967209716,0.5958156703279028
2021-11-04,Lyon,Angers,3,0,1.6,2.2,1.6,1.4,1.2,1.4,0,0,64.0,60.0,0,,0.5792787676248911,0.21910503703947098,0.2016161953356381,0.5892147708216542,0.4107852291783461
2021-11-09,Paris SG,Clermont,4,0,2.6,2.4,0.6,1.0,1.4,1.4,0,1,36.0,90.0,0,,0.7422323218606811,0.1679444299578347,0.08982324818148421,0.5808754082994128,0.41912459170058725
2021-11-09,Monaco,Marseille,0,2,2.6,2.2,0.6,1.6,1.4,1.2,0,0,5.0,36.0,1,0.0,0.5587317006904349,0.2437985353995805,0.19746976390998452,0.4887897612569852,0.5112102387430149
2021-11-12,Brest,Montpellier,0,4,1.0,1.2,1.8,1.6,2.0,1.8,0,0,8.0,39.0,0,,0.4760890368124826,0.22367648008184834,0.300234483105669,0.6745226016042893,0.32547739839571077
2021-11-12,Reims,St Etienne,2,0,1.2,0.6,0.4,2.0,2.0,1.4,0,0,8.0,8.0,2,1.0,0.4603529143362371,0.31265791603427073,0.22698916962949198,0.3002774642142477,0.6997225357857519
2021-12-03,Reims,Lyon,1,1,1.6,1.0,0.4,1.6,2.2,1.6,0,0,21.0,29.0,1,1.0,0.32946759843708606,0.29856266773959633,0.37196973382331755,0.37671038443717353,0.6232896155628264
2021-12-09,Nantes,Nice,0,2,1.6,1.8,1.2,1.2,0.8,0.8,0,0,35.0,35.0,3,0.3333333333333333,0.4572354399063716,0.2933857659650071,0.2493787941286213,0.377317433376645,0.6226825666233551
2021-12-09,Lyon,Strasbourg,3,1,1.6,2.2,1.6,0.8,1.2,2.2,0,0,6.0,66.0,1,1.0,0.6024776253422803,0.20193823783740497,0.19558413682031484,0.6823208021059435,0.3176791978940566
2021-12-09,Montpellier,St Etienne,2,0,1.6,2.6,1.8,1.4,1.4,1.4,0,0,27.0,27.0,3,0.6666666666666666,0.5900726740544091,0.2133780688230128,0.1965492571225781,0.6318959567412756,0.3681040432587245
2021-12-09,Bordeaux,Lens,2,3,0.6,0.8,2.4,0.8,1.4,1.8,0,0,35.0,35.0,0,,0.18542369135540399,0.19737251091294095,0.6172037977316551,0.6875217092132292,0.3124782907867707
2021-12-09,Brest,Angers,1,1,0.8,1.0,2.4,1.2,1.0,1.8,0,0,27.0,35.0,0,,0.4015513793988259,0.2650888173671931,0.33335980323398096,0.5151116333133386,0.48488836668666135
2021-12-09,Metz,Troyes,0,2,0.6,0.8,1.8,0.6,0.8,2.0,1,1,90.0,90.0,0,,0.41599740858851586,0.29239788654819987,0.29160470486328416,0.3999791987265363,0.6000208012734636
2021-12-09,Rennes,Reims,0,2,1.2,1.0,1.0,1.6,1.2,0.6,0,0,35.0,6.0,3,0.3333333333333333,0.48755680800892687,0.33202931714960315,0.1804138748414698,0.23875488958477328,0.7612451104152267
2021-12-12,Strasbourg,Marseille,0,2,0.6,1.0,2.4,1.6,1.2,0.8,0,0,3.0,33.0,1,0.0,0.33127082314604633,0.285034686037302,0.38369449081665175,0.4495431758302687,0.5504568241697313
2021-12-12,Paris SG,Monaco,2,0,2.6,2.8,0.6,2.0,1.4,0.4,0,0,33.0,33.0,1,0.5,0.6407284018626203,0.20294749420579156,0.1563241039315881,0.6235602927100105,0.37643970728998954
2021-12-12,Troyes,Bordeaux,1,2,0.6,0.8,2.0,0.6,1.0,2.6,0,0,3.0,3.0,0,,0.5631996930820697,0.24125875720813503,0.1955415497097952,0.5265843540107259,0.4734156459892741
2021-12-12,Angers,Clermont,0,1,1.4,1.2,1.4,0.8,1.0,1.8,0,0,3.0,33.0,0,,0.5136866088025934,0.259816854952707,0.22649653624469968,0.4893344182664479,0.5106655817335521
2021-12-12,Metz,Lorient,4,1,0.4,0.8,2.2,0.8,1.2,2.4,0,0,3.0,38.0,1,1.0,0.38311685785869987,0.29176241160163574,0.3251207305396645,0.4238385920520519,0.5761614079479481
2021-12-12,Lille,Lyon,0,0,2.0,2.0,1.0,2.2,2.6,1.0,0,0,64.0,3.0,3,0.8333333333333334,0.543080563552814,0.25737664334434146,0.1995427931028445,0.47024371157959977,0.5297562884204002
2021-12-12,Rennes,Nice,1,2,1.0,0.8,1.2,1.8,1.2,0.6,0,0,3.0,3.0,1,0.0,0.48455894579741116,0.3116110079827661,0.20383004621982256,0.307812898120047,0.6921871018799528
2022-01-02,Lyon,Marseille,2,1,1.8,1.8,0.8,2.0,1.6,0.8,0,0,21.0,21.0,2,0.25,0.413906035719687,0.3011535665343188,0.2849403977459942,0.38194499374221724,0.6180550062577826
2022-01-05,Bordeaux,Nice,0,1,1.2,1.4,2.2,2.2,1.6,0.8,0,0,24.0,24.0,2,0.5,0.24905809502632903,0.2675421523411989,0.48339975263247215,0.48023384359598226,0.5197661564040177
2022-01-05,Lorient,Reims,1,2,0.8,1.2,2.4,1.6,1.0,0.4,0,0,24.0,27.0,1,1.0,0.18350595374530473,0.28184558723458375,0.5346484590201117,0.3726274944860172,0.627372505513983
2022-01-05,Marseille,Lyon,0,3,2.0,1.8,1.0,2.2,1.8,0.6,0,0,3.0,3.0,3,0.5,0.39326091165433036,0.2976126180681656,0.30912647027750406,0.4011506915745975,0.5988493084254025
2022-01-05,Brest,Clermont,2,0,0.4,0.8,2.4,1.2,1.0,1.6,0,0,27.0,24.0,0,,0.4041099644260736,0.28281697182717186,0.3130730637467546,0.45499816042517144,0.5450018395748285
2022-01-05,Troyes,Lille,3,0,0.6,1.0,2.0,1.6,1.4,1.0,0,0,24.0,24.0,1,0.0,0.12490598428317141,0.25615680382041456,0.618937211896414,0.37048989185295633,0.6295101081470438
2022-01-05,Montpellier,Metz,2,2,2.2,2.6,1.2,0.8,1.0,1.8,0,0,27.0,24.0,4,0.625,0.7020090899721197,0.17296756959858375,0.12502334042929625,0.690449781807898,0.3095502181921019
2022-01-05,Monaco,Angers,2,0,1.8,1.4,0.8,0.8,0.8,1.6,0,0,24.0,24.0,3,1.0,0.6543601850039417,0.2043899058492295,0.14124990914682872,0.5877753368509935,0.4122246631490065
2022-01-10,Strasbourg,Rennes,1,3,0.6,1.0,2.4,0.8,0.6,1.2,0,0,29.0,29.0,0,,0.32424262835837264,0.27136055575960966,0.40439681588201787,0.48267385517956884,0.5173261448204313
2022-01-10,Paris SG,Nice,2,1,2.6,2.8,0.4,2.6,1.6,0.6,0,0,29.0,5.0,1,0.5,0.6832861923317815,0.2116176613983234,0.1050961462698951,0.45836496022237283,0.5416350397776273
2022-02-04,Lille,Bordeaux,0,0,1.4,0.8,1.0,1.2,1.4,2.0,0,0,30.0,30.0,1,1.0,0.738528738044326,0.17823852446411367,0.08323273749156034,0.5221098538270917,0.47789014617290837
2022-02-04,Nice,Rennes,1,1,2.0,1.2,0.6,1.2,1.0,1.2,0,0,25.0,25.0,2,1.0,0.3349598718605066,0.31731463745464894,0.3477254906848444,0.32246804056437606,0.6775319594356237
2022-02-10,Lorient,Lille,2,1,0.6,1.2,2.6,1.0,0.6,1.0,0,0,36.0,6.0,1,1.0,0.12264586865539458,0.23132458939216957,0.6460295419524359,0.4446556937524322,0.5553443062475678
2022-02-10,Auxerre,Brest,1,1,,,,1.0,1.2,1.8,0,0,,36.0,0,,,,,,
2022-02-10,Toulouse,Montpellier,4,2,0.2,0.6,1.8,2.2,2.8,1.4,1,0,90.0,36.0,1,0.0,0.12170349939035564,0.1654515454038875,0.7128449552057569,0.7170294253080254,0.28297057469197456
2022-02-10,Troyes,Reims,2,2,1.2,1.4,1.6,2.2,1.4,0.4,0,0,36.0,36.0,0,,0.33959211522026905,0.3143188600694373,0.3460890247102935,0.35039427994701455,0.6496057200529853
2022-02-10,Monaco,Nantes,4,1,1.8,1.2,0.8,1.4,1.4,1.2,0,0,36.0,63.0,1,0.5,0.6123666685831597,0.22089374305122766,0.1667395883656127,0.5668889315317694,0.43311106846823055
2022-02-10,Lens,Lyon,1,0,1.4,2.0,1.6,2.2,1.8,0.6,0,0,63.0,36.0,2,0.25,0.3613602089180019,0.22772689993205325,0.4109128911499447,0.7016639343729676,0.29833606562703235
2022-02-10,Ajaccio,Clermont,1,3,,,,1.2,1.0,1.8,0,0,,36.0,0,,,,,,
2022-03-04,Montpellier,Brest,1,2,1.6,2.6,1.8,1.2,1.0,1.4,0,0,22.0,22.0,1,1.0,0.5236420752485882,0.2188914205195183,0.2574665042318935,0.6770661599424703,0.3229338400575296
2022-03-04,St Etienne,Marseille,2,4,1.2,1.2,1.6,1.4,1.6,1.6,0,0,85.0,58.0,3,0.3333333333333333,0.2607686786243225,0.3121685585954261,0.4270627627802516,0.3271614759435812,0.6728385240564191
2022-03-04,Troyes,Reims,1,0,1.4,1.8,1.2,2.2,1.8,0.8,0,0,22.0,22.0,1,0.5,0.3572579943830705,0.2846323536204192,0.3581096519965102,0.43896952802719774,0.5610304719728021
2022-03-04,Lyon,Angers,3,2,2.0,1.6,0.6,0.8,0.8,1.4,0,0,22.0,58.0,1,1.0,0.6760603894317133,0.20502847624487427,0.11891113432341234,0.5197968391236424,0.4802031608763575
2022-03-04,Metz,Monaco,1,2,0.8,1.2,2.0,1.8,1.8,1.0,0,0,58.0,22.0,2,0.0,0.1478661679138687,0.192839065509955,0.6592947665761761,0.6378974693397492,0.3621025306602507
2022-03-04,Paris SG,Lorient,5,1,2.6,2.6,0.6,1.2,1.4,2.4,0,0,53.0,22.0,0,,0.8992759029476939,0.07405034054243186,0.02667375650987419,0.7670723355716117,0.2329276644283883
2022-03-04,Clermont,Nantes,2,3,1.8,1.2,1.4,0.8,1.0,2.0,0,0,22.0,22.0,0,,0.34632835458032957,0.29425476002217943,0.35941688539749095,0.4035023503597141,0.5964976496402858
2022-03-04,Strasbourg,Lens,1,0,0.0,1.0,3.0,1.8,2.0,1.4,0,0,53.0,22.0,1,1.0,0.30997444618463876,0.21618886734452158,0.47383668647083965,0.7258575053732929,0.2741424946267072
2022-03-09,Auxerre,Marseille,0,2,1.0,1.0,1.0,1.8,1.8,1.4,0,0,27.0,5.0,0,,0.2512769712620462,0.3144604117847824,0.4342626169531713,0.2900466558072172,0.7099533441927826
2022-03-09,Lyon,Angers,5,0,2.0,1.6,0.8,0.2,0.6,2.0,0,0,5.0,5.0,2,1.0,0.6796892624680385,0.1899063841668347,0.13040435336512687,0.5741651703527374,0.4258348296472626
2022-03-09,Nantes,Paris SG,0,3,1.2,1.4,2.2,3.0,3.4,0.6,0,0,5.0,5.0,2,0.0,0.13289600803370938,0.18678731743875224,0.6803166745275384,0.5945087669680803,0.4054912330319196
2022-04-02,Marseille,Angers,5,2,1.8,1.8,1.4,0.2,0.6,2.4,0,0,24.0,24.0,1,1.0,0.6339202670157746,0.22189311163860873,0.14418662134561666,0.47107090729138373,0.5289290927086162
2022-04-03,Lorient,Lyon,1,4,0.6,1.2,3.2,2.4,2.6,0.8,0,0,30.0,25.0,1,0.0,0.11713052433409328,0.15930591237999775,0.7235635632859089,0.6906441889291455,0.30935581107085447
2022-04-09,Montpellier,Lille,1,3,1.4,2.2,1.6,0.4,0.4,1.4,0,0,36.0,58.0,0,,0.2880647452314542,0.2638115241203328,0.4481237306482131,0.46637805081318134,0.5336219491868187
2022-04-09,Ajaccio,Lorient,0,1,0.0,1.0,3.0,0.6,1.2,3.2,0,0,58.0,6.0,0,,0.131829340784187,0.14428165267307203,0.7238890065427408,0.8097895713626033,0.19021042863739643
2022-04-09,Brest,Strasbourg,1,1,1.6,1.2,1.4,0.6,0.8,2.4,0,0,36.0,36.0,2,0.75,0.4186288334059719,0.24674156814357942,0.3346295984504487,0.5570941213761513,0.4429058786238488
2022-04-09,Clermont,Toulouse,2,0,1.2,1.2,2.0,0.6,1.4,2.2,0,0,36.0,58.0,0,,0.4390208510135247,0.22110107761786313,0.33987807136861203,0.6835182682710188,0.3164817317289812
2022-04-09,Reims,Lens,1,1,1.6,1.4,1.0,1.8,2.0,1.4,0,0,36.0,36.0,2,0.25,0.3788482235785542,0.28928678374679534,0.33186499267465036,0.38613856121539347,0.6138614387846065
2022-04-09,Nice,Monaco,0,1,2.0,1.4,0.8,1.8,1.6,1.2,0,0,64.0,36.0,3,0.3333333333333333,0.31640546343296083,0.2711802625730342,0.4124142739940049,0.44862936401877546,0.5513706359812245
2022-04-09,Troyes,Rennes,1,1,2.0,1.8,0.8,1.4,1.2,1.2,0,0,36.0,64.0,0,,0.34063710398802427,0.27192556455325206,0.3874373314587235,0.45080202542636716,0.5491979745736326
2022-04-11,Troyes,Auxerre,1,1,1.6,1.6,1.0,0.5,0.5,1.5,0,0,2.0,33.0,0,,0.7391775669729105,0.1892642711451037,0.07155816188198592,0.43768864664773444,0.5623113533522657
2022-05-02,St Etienne,Montpellier,3,1,1.2,1.4,1.8,0.8,1.6,2.2,0,0,59.0,23.0,4,0.25,0.3735300424422222,0.2392240260299761,0.3872459315278016,0.6313055708791153,0.3686944291208846
2022-05-02,Monaco,Lyon,2,0,2.4,1.8,0.8,2.4,3.0,0.8,0,0,23.0,29.0,2,0.0,0.42276944239565056,0.24740588242793302,0.3298246751764164,0.5859090044622007,0.41409099553779916
2022-05-03,Lens,Brest,0,1,2.0,1.8,1.0,1.8,1.4,0.8,0,0,24.0,24.0,0,,0.60403692855247,0.21846062972720726,0.17750244172032284,0.576063531904398,0.42393646809560215
2022-05-03,Nice,Paris SG,1,0,1.4,1.0,1.0,3.0,3.2,0.4,0,0,24.0,55.0,2,0.25,0.16177835824028516,0.25682335575285253,0.5813982860068623,0.407776617665475,0.5922233823345249
2022-05-08,Lyon,Ajaccio,2,1,1.8,2.4,1.2,0.0,0.5,2.0,0,0,6.0,29.0,0,,0.9672257219222786,0.027547328815907927,0.005226949261813517,0.8175070948964692,0.18249290510353083
2022-05-11,Angers,Lens,1,2,0.0,0.8,3.2,1.4,1.0,1.0,0,0,39.0,8.0,0,,0.2657747770362486,0.23147946946486303,0.5027457534988885,0.5801924378740525,0.4198075621259475
2022-05-11,Ajaccio,Strasbourg,4,2,0.0,0.6666666666666666,2.0,0.8,0.8,1.8,0,0,3.0,32.0,0,,0.14660873783016157,0.2279819447564864,0.6254093174133522,0.4449021624560519,0.5550978375439483
2022-06-02,Rennes,Brest,2,0,1.0,1.2,1.4,2.2,1.4,0.6,0,0,54.0,30.0,1,0.5,0.5438635932614864,0.25898241048956866,0.19715399624894497,0.391453811784199,0.608546188215801
2022-06-02,Troyes,Metz,0,0,1.8,1.6,0.8,0.8,1.4,2.0,0,0,52.0,90.0,1,1.0,0.622746846538495,0.20566448201450774,0.17158867144699735,0.5628880120171248,0.4371119879828753
2022-06-02,Strasbourg,Nantes,1,0,0.8,1.0,2.0,0.6,0.8,2.4,0,0,22.0,85.0,2,0.75,0.46499805634712466,0.22355709964890136,0.3114448440039742,0.6332700550869131,0.36672994491308725
2022-06-02,Reims,Bordeaux,5,0,1.6,1.4,1.0,0.8,1.0,1.8,0,1,54.0,90.0,0,,0.5966850704230535,0.24770889698562676,0.15560603259131986,0.3796417501721741,0.6203582498278262
2022-06-02,Nice,Clermont,0,1,1.4,0.8,0.8,1.8,1.6,1.2,0,0,30.0,54.0,0,,0.5293192812250954,0.26511634310175375,0.20556437567315083,0.379915703224894,0.620084296775106
2022-06-02,Lorient,Lens,2,0,1.2,1.2,2.4,1.4,0.8,0.8,0,0,54.0,22.0,1,0.0,0.2015893595851816,0.20249549124755215,0.5959151491672662,0.6282005605483081,0.3717994394516917
2022-06-02,Lille,Paris SG,1,5,1.0,0.8,1.2,2.4,2.4,0.6,0,0,54.0,30.0,1,1.0,0.2542389230794199,0.2841636329376571,0.4615974439829229,0.3553158477957469,0.6446841522042531
2022-06-03,Nantes,Montpellier,2,0,0.6,0.8,2.4,0.2,1.4,2.8,0,0,1.0,32.0,1,0.5,0.4758772113548416,0.21449676588786423,0.309626022757294,0.6744865496044973,0.3255134503955028
2022-06-03,Bordeaux,Troyes,0,2,0.8,0.8,2.0,1.4,1.0,0.8,0,0,1.0,1.0,1,1.0,0.27560735560098704,0.2597890751958558,0.46460356920315726,0.4446968721090191,0.555303127890981
2022-06-03,St Etienne,Metz,1,0,1.2,1.8,2.0,1.0,1.4,1.4,0,0,32.0,1.0,2,0.5,0.5160188741181246,0.2491293959270476,0.23485172995482795,0.45645047353540563,0.5435495264645945
2022-06-03,Rennes,Angers,2,0,1.6,1.6,1.0,0.0,1.0,3.4,0,0,1.0,23.0,1,1.0,0.6821565276038296,0.19339341027842227,0.12445006211774827,0.5158562172845275,0.48414378271547276
2022-06-03,Lille,Clermont,4,0,0.8,1.0,2.2,1.8,1.6,1.2,0,0,1.0,1.0,0,,0.5212896099863451,0.25566915490231296,0.22304123511134188,0.4221382691825767,0.5778617308174233
2022-06-03,Marseille,Monaco,0,1,1.8,2.4,1.8,3.0,2.2,0.4,0,0,62.0,32.0,2,1.0,0.3566635252229393,0.25372987425891674,0.389606600518144,0.4968590490651961,0.5031409509348039
2022-06-03,Reims,Strasbourg,1,1,1.6,2.0,1.0,1.4,1.2,1.6,0,0,1.0,1.0,2,0.5,0.6005222998078518,0.22241688277568153,0.17706081741646695,0.4943022689328422,0.505697731067158
2022-06-05,Lille,Monaco,1,2,1.4,1.8,1.6,3.0,2.0,0.4,0,0,2.0,2.0,1,1.0,0.3405362628448788,0.2616418912034545,0.39782184595166675,0.4461481966921681,0.5538518033078319
2022-06-08,Strasbourg,Monaco,1,2,1.6,1.2,1.2,3.0,1.6,0.4,0,0,5.0,3.0,2,0.75,0.19755927434270223,0.20321888710907557,0.5992218385482222,0.5972211999757485,0.4027788000242513
2022-06-08,Clermont,Paris SG,0,5,1.8,1.6,1.6,2.4,3.0,0.8,0,0,5.0,6.0,1,0.0,0.09033204695265369,0.14265800706586548,0.7670099459814806,0.6449223178602891,0.35507768213971097
2022-06-11,Lorient,Paris SG,1,2,1.8,1.4,2.0,2.4,3.6,0.6,0,0,9.0,3.0,1,0.0,0.05125720048647665,0.09363969509319474,0.8551031044203288,0.7511198768497466,0.24888012315025365
2022-06-11,Clermont,Montpellier,1,1,1.2,1.0,2.4,0.0,1.0,2.8,0,0,3.0,8.0,1,0.0,0.3863216775360293,0.21392945974981256,0.3997488627141581,0.6838234303058567,0.3161765696941433
2022-06-11,Nice,Brest,1,0,0.8,0.6,1.0,1.6,1.0,1.0,0,0,9.0,9.0,3,0.6666666666666666,0.48308130709618513,0.2904945910277506,0.22642410187606432,0.30575694128253056,0.6942430587174695
2022-06-11,Reims,Nantes,1,0,1.2,1.8,1.0,1.2,1.2,2.0,0,0,8.0,8.0,1,1.0,0.5566975770192656,0.25070499019571113,0.19259743278502342,0.3936099043605535,0.6063900956394466
2022-06-11,Toulouse,Monaco,0,2,0.6,1.4,2.4,3.0,1.6,0.4,0,0,63.0,3.0,1,0.0,0.07945777683829755,0.12169060320841611,0.7988516199532862,0.7195812149226674,0.2804187850773324
2022-06-11,Marseille,Lyon,1,0,1.8,2.2,1.6,2.4,2.8,1.2,0,0,8.0,34.0,4,0.375,0.3790707526356205,0.24843635480519677,0.37249289255918283,0.5019895076501034,0.49801049234989675
2022-06-11,Lille,Rennes,1,1,1.2,2.0,2.0,2.2,1.8,0.6,0,0,6.0,8.0,2,1.0,0.37628603298404195,0.28666142002172557,0.3370525469942326,0.3530406150043011,0.6469593849956989
2022-07-01,Bordeaux,Marseille,0,1,0.8,0.4,1.8,2.4,2.4,1.0,0,0,28.0,20.0,2,0.25,0.151618824078808,0.2040461063560791,0.6443350695651129,0.5071153517359172,0.49288464826408274
2022-07-05,Brest,Strasbourg,0,1,1.4,0.8,1.0,1.0,1.2,1.6,0,0,24.0,27.0,3,0.6666666666666666,0.4422563832899201,0.23987305890955868,0.3178705578005211,0.5164064404351024,0.4835935595648975
2022-07-08,Marseille,Reims,4,1,2.4,1.8,0.6,1.6,1.6,0.6,0,0,7.0,27.0,1,0.0,0.42387156021420824,0.29363462795529344,0.2824938118304982,0.30363353399692317,0.6963664660030767
2022-07-08,Toulouse,Nice,1,1,0.6,1.2,2.4,1.4,0.6,0.6,0,0,27.0,27.0,0,,0.18952042840424832,0.24144260888027055,0.5690369627154812,0.3993921948643772,0.6006078051356227
2022-07-08,Angers,Nantes,0,0,0.0,1.0,3.4,1.2,1.0,1.4,0,0,35.0,27.0,1,1.0,0.3670965601534269,0.2454482404958847,0.38745519935068823,0.4882107516787468,0.511789248321253
2022-07-08,Lens,Brest,3,2,0.8,0.6,1.2,0.8,0.4,1.0,0,0,36.0,3.0,1,0.0,0.5572672844409385,0.22995488056131877,0.21277783499774275,0.46645190434743244,0.5335480956525676
2022-07-08,Lille,Auxerre,4,1,1.4,2.0,1.8,0.6666666666666666,0.6666666666666666,1.3333333333333333,0,0,27.0,88.0,0,,0.6951340839510868,0.19616737826598676,0.1086985377829267,0.43231283728950554,0.5676871627104947
2022-07-08,Montpellier,Troyes,3,2,0.2,0.8,2.2,1.8,1.0,0.4,0,0,27.0,35.0,0,,0.34980532190098124,0.22862858810629136,0.4215660899927274,0.5682846309341931,0.43171536906580693
2022-07-08,Rennes,Lorient,0,1,1.8,1.4,0.6,1.2,1.2,2.2,0,0,27.0,27.0,1,0.5,0.7265368428300887,0.16677444752975631,0.10668870964015495,0.5466484769797278,0.4533515230202722
2022-07-09,Lorient,Lyon,3,1,1.8,1.2,1.2,1.8,2.2,1.0,0,0,1.0,28.0,2,0.0,0.18731059812346035,0.19791724763981103,0.6147721542367287,0.5911485957696663,0.40885140423033384
2022-07-10,Lyon,Toulouse,1,1,1.2,1.4,1.6,0.8,1.4,2.4,0,0,1.0,2.0,1,1.0,0.8367435501972122,0.1032403852682403,0.0600160645345476,0.7315900770881275,0.26840992291187243
2022-08-01,Lens,Rennes,1,0,1.4,1.2,1.4,1.6,1.2,0.6,0,0,24.0,24.0,3,0.6666666666666666,0.36827665361921486,0.26924750996192254,0.3624758364188625,0.41759804285458474,0.5824019571454151
2022-08-04,Lorient,St Etienne,6,2,2.4,1.6,0.6,1.2,1.2,1.8,0,0,26.0,62.0,1,0.5,0.47575988780519574,0.2340704732620185,0.29016963893278575,0.5351093172826586,0.46489068271734135
2022-08-05,Paris SG,Troyes,2,2,2.4,3.0,0.6,1.2,1.2,1.0,0,0,55.0,28.0,1,1.0,0.8385285568695726,0.10768979065025842,0.053781652480168925,0.6629078355971719,0.3370921644028279
2022-08-05,Reims,Lens,1,2,1.6,1.8,1.2,1.8,1.2,1.2,0,0,28.0,4.0,3,0.3333333333333333,0.4557333825243566,0.2534577983543831,0.2908088191212604,0.44609233881313576,0.5539076611868643
2022-08-05,Clermont,Montpellier,2,1,1.4,0.8,2.0,0.8,1.2,2.2,0,0,55.0,28.0,2,0.25,0.4038677598153171,0.21390263165948406,0.38222960852519894,0.6705181492060358,0.32948185079396425
2022-08-05,Angers,Bordeaux,4,1,0.2,0.6,2.8,0.2,0.0,1.8,0,0,28.0,35.0,1,1.0,0.5552538531407535,0.23147247048112543,0.2132736763781211,0.4734145150868551,0.5265854849131448
2022-08-05,Metz,Lyon,3,2,1.0,1.4,1.2,0.8,0.8,1.6,0,0,63.0,26.0,1,0.0,0.18889102449057202,0.22385645269702645,0.5872525228124016,0.47428540871240205,0.5257145912875981
2022-08-05,Lorient,Marseille,0,3,2.4,2.6,1.0,2.4,2.2,0.8,0,0,1.0,28.0,0,,0.2914896150983324,0.22450377297031132,0.4840066119313563,0.5766587826144001,0.42334121738559993
2022-08-10,Marseille,Ajaccio,1,2,2.4,1.8,0.4,0.75,1.5,2.0,0,1,5.0,90.0,0,,0.7760681732429071,0.13716805972727622,0.08676376702981685,0.6571159478278438,0.3428840521721564
2022-08-10,Reims,Paris SG,0,0,1.4,1.8,1.4,2.0,2.8,1.0,0,0,5.0,5.0,0,,0.1835703737460701,0.21596422717329058,0.6004653990806395,0.5112444862147306,0.4887555137852694
2022-09-01,Brest,Nice,0,3,0.6,0.6,1.4,1.4,0.6,0.6,0,0,55.0,55.0,4,0.25,0.3252816575533054,0.3141474497548687,0.36057089269182613,0.2812161824903708,0.7187838175096294
2022-09-01,Clermont,Reims,0,0,1.4,0.8,2.2,1.0,0.8,1.4,0,0,27.0,22.0,0,,0.27144910548760187,0.2744665651201432,0.45408432939225485,0.38106123493039135,0.6189387650696088
2022-09-01,Metz,Strasbourg,0,2,1.0,1.2,1.4,1.4,1.2,1.4,0,0,27.0,58.0,2,0.75,0.35209202461348427,0.2471879885775954,0.40071998680892035,0.5146123926759931,0.48538760732400693
2022-09-01,Nantes,Monaco,0,0,0.8,0.4,1.0,3.0,1.8,0.4,0,0,55.0,82.0,2,0.25,0.18522589451387905,0.23811955356972558,0.5766545519163954,0.43534098276926275,0.5646590172307373
2022-09-01,Lyon,Paris SG,1,1,0.8,1.2,1.8,2.2,2.8,0.8,0,0,27.0,22.0,1,0.0,0.22841842138565657,0.21420172826619907,0.5573798503481444,0.5909904198882655,0.4090095801117345
2022-09-04,Reims,Rennes,2,3,1.0,0.6,1.2,1.4,1.0,0.6,0,0,3.0,34.0,4,0.75,0.3495666706486705,0.3465473657833016,0.303885963568028,0.2272166990857782,0.7727833009142218
2022-09-04,Clermont,Paris SG,1,6,1.0,0.6,2.2,1.8,2.0,0.8,0,0,3.0,3.0,2,0.0,0.0830006413104088,0.1550772512272335,0.7619221074623579,0.5904629443104749,0.40953705568952536
2022-09-09,Lens,Troyes,1,0,2.4,1.6,1.2,1.2,1.4,1.2,0,0,35.0,35.0,1,1.0,0.4898313499650241,0.2500979038337013,0.2600707462012747,0.49877582490418615,0.5012241750958139
2022-09-10,Clermont,Auxerre,2,1,1.0,0.8,2.6,0.5,0.75,2.0,0,0,6.0,64.0,0,,0.5420112260990734,0.23378268318391374,0.22420609071701295,0.5248850541186049,0.47511494588139525
2022-09-10,Montpellier,Monaco,0,2,0.8,1.2,2.0,2.6,1.4,0.4,0,0,36.0,9.0,1,1.0,0.14713888282181298,0.17558579159226406,0.6772753255859231,0.6708936012499855,0.32910639875001463
2022-09-10,Brest,Lorient,1,2,0.0,0.4,2.0,1.8,2.2,1.6,0,0,9.0,36.0,2,0.5,0.4055821576047817,0.2433492552717774,0.3510685871234409,0.5613593324793239,0.43864066752067615
2022-09-10,Rennes,Nantes,3,0,1.4,1.2,1.0,1.0,0.4,0.4,0,0,6.0,9.0,2,0.75,0.5410051922610645,0.28061616689700486,0.17837864084193067,0.3205429698814109,0.6794570301185892
